CatKPIDataID,CustomerNumber,ShipTo,Make,Model,SerialNumber,WieseID,WorkOrder,WorkOrderName,PromiseDate,ServiceType,InvoiceDate,InvoiceDateTime,InvoiceTotal,Division,SubClassShortDesc,Critical,MfgYear,Age,LastLaborDate,TechAssignedDate,DispatchCompleteDate,DateInShip,DispatchCreateDate,servstart,servstop,MinLaborDate,MaxLaborDate,LaborHours,TimeDown,LaborDiff,ResponseTime,TimeToSubmit,Response,Time_to_Complete,Hours_to_Submit,InvoiceMonth,InvoiceYear,Location,Branch
3977,250040,1,CUS,898320B,97013899,M2414,84692,WILL NOT CHARGE,NULL,Reactive,00:00.0,4/20/23 11:54,745.14,,Stock Chaser,,0,0,4/17/23 16:00,4/14/23 12:02,4/19/23 7:48,4/14/23 12:02,4/14/23 12:02,4/14/23 12:02,4/19/23 7:48,4/14/23 13:00,4/17/23 16:00,12,75.97,75,0.97,28.1,0.97,12.47,12.6,April,2023,Morton,CAT Morton
3976,250040,1,MIT,FB20PNT,EFB2650697,2809S,84673,REPAIR,NULL,Damage,00:00.0,4/20/23 11:53,1344.46,Outbound,Sit Down Electric,,2016,7,4/18/23 11:30,4/14/23 10:05,4/18/23 15:43,4/14/23 10:05,4/14/23 10:05,4/14/23 10:05,4/18/23 15:43,4/14/23 11:00,4/18/23 11:30,8,97.42,96.5,0.92,44.17,0.92,18.42,13.17,April,2023,Morton,CAT Morton
3936,250040,1,CAT,2EP5000,FN660149,M4508,84672,HYDR LEAK  POSSIBLE WARRANTY,NULL,Reactive,00:00.0,4/14/23 14:05,159.5,Outbound,Sit Down Electric,,2022,1,4/14/23 13:30,4/14/23 9:52,4/14/23 13:55,4/14/23 9:52,4/14/23 9:52,4/14/23 9:52,4/14/23 13:55,4/14/23 10:30,4/14/23 13:30,2.5,3.63,3,0.63,0.17,0.63,3.63,0.17,April,2023,Morton,CAT Morton
4053,250040,1,JUN,ETR345A,82826462,M5347,84658,CODES,NULL,Reactive,00:00.0,4/26/23 14:48,1684.98,Outbound,Reach Truck,,2020,3,4/26/23 12:00,4/14/23 5:10,4/26/23 13:42,4/14/23 5:10,4/14/23 5:10,4/14/23 5:10,4/26/23 13:42,4/14/23 5:00,4/26/23 12:00,12.5,294.83,295,-0.17,1.1,0,72.5,1.1,April,2023,Morton,CAT Morton
3932,250040,1,JUN,ETR340,82821064,M5367,84657,LT SIDE DOOR DAMAGED,NULL,Damage,00:00.0,4/14/23 13:48,57,Rearrangement,Reach Truck,,2012,11,4/14/23 5:00,4/14/23 4:13,4/14/23 10:25,4/14/23 4:13,4/14/23 4:13,4/14/23 4:13,4/14/23 10:25,4/14/23 4:00,4/14/23 5:00,1,0.78,1,-0.22,3.38,0,0,3.38,April,2023,Morton,CAT Morton
3937,250040,1,CAT,EC25K,A3EC240682,M1205,84651,BATTERY WONT CHARGE,NULL,Reactive,00:00.0,4/14/23 14:26,233.5,Quality / Outbound,Sit Down Electric,,2003,20,4/14/23 15:00,4/13/23 14:13,4/14/23 13:55,4/13/23 14:13,4/13/23 14:13,4/13/23 14:13,4/14/23 13:55,4/14/23 11:00,4/14/23 15:00,3.5,24.78,4,20.78,0.52,5.28,9.28,0.52,April,2023,Morton,CAT Morton
3930,250040,1,JUN,ETR345A,82820090,2688P,84636,CODES OUT,NULL,Reactive,00:00.0,4/14/23 13:47,372.74,Outbound,Reach Truck,,2014,9,4/14/23 8:00,4/13/23 11:00,4/14/23 12:44,4/13/23 11:00,4/13/23 11:00,4/13/23 11:00,4/14/23 12:44,4/13/23 4:00,4/14/23 8:00,4,21,28,-7,1.05,0,5.5,1.05,April,2023,Morton,CAT Morton
3945,250040,1,JUN,ETR345,82820048,M4160,84621,CODES OUT,NULL,Reactive,00:00.0,4/17/23 13:59,1049.64,Inbound,Reach Truck,,2014,9,4/17/23 10:30,4/13/23 4:25,4/17/23 13:08,4/13/23 4:25,4/13/23 4:25,4/13/23 4:25,4/17/23 13:08,4/13/23 9:00,4/17/23 10:30,5,102.08,97.5,4.58,0.85,1.5,20,0.85,April,2023,Morton,CAT Morton
3929,250040,1,CAT,GP25N,AT35A06173,M5364,84609,OIL LEAK - HYDRAULIC HYDRAULIC LEAK,NULL,Reactive,00:00.0,4/14/23 13:46,530,Outbound,Sit Down IC,,2015,8,4/12/23 16:00,4/12/23 8:07,4/14/23 11:55,4/12/23 8:07,4/12/23 8:07,4/12/23 8:07,4/14/23 11:55,4/12/23 7:00,4/12/23 16:00,9,7.88,9,-1.12,1.85,0,7.88,1.85,April,2023,Morton,CAT Morton
4000,250040,1,JLG,1.93E+05,200079412,M4151,84607,MACHINE SEEMS UNSTABLE,NULL,Reactive,00:00.0,4/21/23 14:23,424.32,Maintenance,Scissor,,2011,12,4/14/23 16:00,4/12/23 7:43,4/20/23 13:36,4/12/23 7:43,4/12/23 7:43,4/12/23 7:43,4/20/23 13:36,4/14/23 13:00,4/14/23 16:00,5,56.28,3,53.28,24.78,22.28,25.28,9.28,April,2023,Morton,CAT Morton
3910,250040,1,CAT,GP25N,AT35A08572,1487V,84606,NO START  POSSIBLE WARRANTY,NULL,Reactive,00:00.0,4/12/23 9:18,57,Outbound,Sit Down IC,,2020,3,4/12/23 5:00,4/12/23 6:20,4/12/23 6:26,4/12/23 6:20,4/12/23 6:20,4/12/23 6:20,4/12/23 6:26,4/12/23 4:00,4/12/23 5:00,1,-1.33,1,-2.33,2.87,0,0,1.8,April,2023,Morton,CAT Morton
3975,250040,1,JUN,ETR345A,82825278,M4204,84605,ATTACHMENT DAMAGED,NULL,Damage,00:00.0,4/20/23 11:52,330.5,Inbound,Reach Truck,,2019,4,4/19/23 13:30,4/12/23 6:18,4/19/23 15:22,4/12/23 6:18,4/12/23 6:18,4/12/23 6:18,4/19/23 15:22,4/12/23 6:00,4/19/23 13:30,5.5,175.2,175.5,-0.3,20.5,0,48.5,5,April,2023,Morton,CAT Morton
3974,250040,1,CUS,898370,645697,M2435,84604,CHARGER,NULL,Reactive,00:00.0,4/20/23 11:51,808.83,Ops Manager,Burden Carrier,,2006,17,4/20/23 9:00,4/12/23 5:17,4/20/23 10:50,4/12/23 5:17,4/12/23 5:17,4/12/23 5:17,4/20/23 10:50,4/12/23 5:00,4/20/23 9:00,12,195.72,196,-0.28,1.02,0,52.5,1.02,April,2023,Morton,CAT Morton
3909,250040,1,CAT,M322,CAT0M322EKE600246,M4231,84593,GRAPPLER IS BROKE,NULL,Damage,00:00.0,4/12/23 9:17,484,,Excavator,,0,0,4/12/23 5:30,4/11/23 11:22,4/12/23 4:52,4/11/23 11:22,4/11/23 11:22,4/11/23 11:22,4/12/23 4:52,4/11/23 12:00,4/12/23 5:30,7,18.13,17.5,0.63,4.42,0.63,4.63,1.78,April,2023,Morton,CAT Morton
3908,250040,1,JLG,1.93E+05,200079412,M4151,84592,DRIVE ISSUES,NULL,Reactive,00:00.0,4/12/23 9:16,752.72,Maintenance,Scissor,,2011,12,4/11/23 13:00,4/11/23 10:39,4/11/23 15:22,4/11/23 10:39,4/11/23 10:39,4/11/23 10:39,4/11/23 15:22,4/11/23 12:00,4/11/23 13:00,1,2.35,1,1.35,17.9,1.35,2.35,2.4,April,2023,Morton,CAT Morton
3911,250040,1,TAY,R0-380-36,141701,M2484,84581,NO HEADLIGHTS,NULL,Reactive,00:00.0,4/12/23 10:35,657.6,Ops Manager,Personnel Carrier,,2000,23,4/12/23 9:30,4/11/23 9:12,4/12/23 9:46,4/11/23 9:12,4/11/23 9:12,4/11/23 9:12,4/12/23 9:46,4/11/23 13:30,4/12/23 9:30,4.5,24.3,20,4.3,0.82,4.3,8.8,0.82,April,2023,Morton,CAT Morton
3926,250040,1,CAT,2EC25E,A2EC362639,M1106,84572,TURNS OFF WHILE DRIVING,NULL,Reactive,00:00.0,4/14/23 10:20,216.5,Inbound,Sit Down Electric,,2006,17,4/14/23 7:00,4/11/23 5:15,4/14/23 5:05,4/11/23 5:15,4/11/23 5:15,4/11/23 5:15,4/14/23 5:05,4/13/23 14:00,4/14/23 7:00,3.5,73.75,17,56.75,5.25,23.5,25.5,2.83,April,2023,Morton,CAT Morton
3901,250040,1,CAT,EC25N2,ATB3050664,M4145,84571,DAMAGED LIFT CHAIN,NULL,Damage,00:00.0,4/11/23 15:15,228,Outbound,Sit Down Electric,,2014,9,4/11/23 8:00,4/11/23 4:39,4/11/23 9:16,4/11/23 4:39,4/11/23 4:39,4/11/23 4:39,4/11/23 9:16,4/11/23 4:00,4/11/23 8:00,4,3.35,4,-0.65,5.98,0,0.5,5.98,April,2023,Morton,CAT Morton
3921,250040,1,CAT,E5000,A4EC220926,M4073,84551,DAMAGE AXLE SUPPORT,NULL,Damage,00:00.0,4/13/23 14:56,2126.1,Outbound,Sit Down Electric,,2007,16,4/13/23 12:00,4/10/23 10:58,4/13/23 12:44,4/10/23 10:58,4/10/23 10:58,4/10/23 10:58,4/13/23 12:44,4/10/23 5:00,4/13/23 12:00,20.5,73.03,79,-5.97,2.2,0,26.53,2.2,April,2023,Morton,CAT Morton
3972,250040,1,CAT,GP25N,AT35A07061,8887Y,84543,MAST HYDRAULIC LEAK,NULL,Damage,00:00.0,4/20/23 11:50,1185.82,Outbound,Sit Down IC,,2018,5,4/19/23 9:30,4/18/23 13:52,4/19/23 9:50,4/18/23 13:52,4/10/23 8:42,4/18/23 13:52,4/19/23 9:50,4/10/23 14:00,4/19/23 9:30,11.5,216.8,211.5,5.3,26,5.3,60.3,10.5,April,2023,Morton,CAT Morton
3957,250040,1,CAT,E5000,A4EC221512,M4090,84540,HYDR LEAK NO STATIC STRAP,NULL,Reactive,00:00.0,4/18/23 13:02,3088.11,Inbound,Sit Down Electric,,2007,16,4/18/23 8:00,4/10/23 6:40,4/18/23 8:38,4/10/23 6:40,4/10/23 6:40,4/10/23 6:40,4/18/23 8:38,4/10/23 8:00,4/18/23 8:00,5.5,193.33,192,1.33,4.4,0.5,51.5,4.4,April,2023,Morton,CAT Morton
3928,250040,1,CAT,EC25K,A3EC230401,M4004,84539,TRAVEL,NULL,Reactive,00:00.0,4/14/23 13:45,3001.77,Outbound,Sit Down Electric,,2002,21,4/14/23 10:00,4/10/23 5:46,4/14/23 11:12,4/10/23 5:46,4/10/23 5:46,4/10/23 5:46,4/14/23 11:12,4/10/23 11:30,4/14/23 10:00,14,100.23,94.5,5.73,2.55,4,36.5,2.55,April,2023,Morton,CAT Morton
3886,250040,1,JUN,ETR345,82824404,M4167,84538,NO  TRAVEL ALARM,NULL,Reactive,00:00.0,4/10/23 16:04,57,Outbound,Reach Truck,,2014,9,4/10/23 6:00,4/10/23 5:25,4/10/23 6:38,4/10/23 5:25,4/10/23 5:25,4/10/23 5:25,4/10/23 6:38,4/10/23 5:00,4/10/23 6:00,1,0.58,1,-0.42,9.43,0,0,8.5,April,2023,Morton,CAT Morton
3885,250040,1,JUN,ETR345,82824407,M4169,84537,BLUE LIGHT NOT WORKING,NULL,Reactive,00:00.0,4/10/23 16:04,57,Outbound,Reach Truck,,2018,5,4/10/23 5:00,4/10/23 4:29,4/10/23 6:35,4/10/23 4:29,4/10/23 4:29,4/10/23 4:29,4/10/23 6:35,4/10/23 4:00,4/10/23 5:00,1,0.52,1,-0.48,9.48,0,0,8.5,April,2023,Morton,CAT Morton
3907,250040,1,CAT,EC25N2,ATB3050663,M4144,84536,"SC, NO POWER TO TRUCK",NULL,Reactive,00:00.0,4/12/23 9:04,416,Outbound,Sit Down Electric,,2014,9,4/12/23 11:30,4/8/23 4:33,4/12/23 7:32,4/8/23 4:33,4/8/23 4:33,4/8/23 4:33,4/12/23 7:32,4/8/23 6:00,4/12/23 11:30,7,102.95,101.5,1.45,1.53,0,21,1.53,April,2023,Morton,CAT Morton
3896,250040,1,CAT,EC25K,A3EC240682,M1205,84535,"SC, CODES OUT AT START UP",NULL,Reactive,00:00.0,4/11/23 14:46,313.5,Quality / Outbound,Sit Down Electric,,2003,20,4/11/23 10:00,4/8/23 4:32,4/11/23 6:22,4/8/23 4:32,4/8/23 4:32,4/8/23 4:32,4/11/23 6:22,4/11/23 4:30,4/11/23 10:00,5.5,77.47,5.5,71.97,8.4,8.5,11,7.27,April,2023,Morton,CAT Morton
3884,250040,1,CAT,EC25N2,ATB3052032,0687Y,84532,NO DRIVE,NULL,Reactive,00:00.0,4/10/23 16:04,235.08,,Sit Down Electric,,0,0,4/10/23 9:00,4/7/23 14:49,4/10/23 12:20,4/7/23 14:49,4/7/23 14:49,4/7/23 14:49,4/10/23 12:20,4/10/23 7:30,4/10/23 9:00,1.5,66.18,1.5,64.68,3.73,1.18,2.68,3.67,April,2023,Morton,CAT Morton
3895,250040,1,CAT,E5000,A4EC221395,M4058,84529,STEER TIRES,NULL,Reactive,00:00.0,4/11/23 14:45,983.73,Outbound,Sit Down Electric,,2007,16,4/7/23 14:30,4/7/23 12:44,4/7/23 15:34,4/7/23 12:44,4/7/23 12:44,4/7/23 12:44,4/7/23 15:34,4/7/23 13:00,4/7/23 14:30,1.5,1.77,1.5,0.27,95.18,0.27,1.77,16.18,April,2023,Morton,CAT Morton
3894,250040,1,CAT,2P50004,AT3540448,3759V,84522,DOOR WONT CLOSE LEFT DOOR LATCH INOP LATCH COVER MISSING,NULL,Reactive,00:00.0,4/11/23 14:45,1005.54,Outbound,Sit Down IC,,2014,9,4/7/23 16:00,4/7/23 7:32,4/11/23 9:21,4/7/23 7:32,4/7/23 7:32,4/7/23 7:32,4/11/23 9:21,4/7/23 7:00,4/7/23 16:00,9,8.47,9,-0.53,5.4,0,8.47,5.4,April,2023,Morton,CAT Morton
3883,250040,1,CAT,EC25K,A3EC230401,M4004,84521,SC CODE 11 BRING TO SHOP,NULL,Reactive,00:00.0,4/10/23 16:02,89.51,Outbound,Sit Down Electric,,2002,21,4/8/23 6:00,4/6/23 14:33,4/10/23 5:45,4/6/23 14:33,4/6/23 14:33,4/6/23 14:33,4/10/23 5:45,4/8/23 5:00,4/8/23 6:00,1,39.45,1,38.45,10.28,9.95,9.95,8.5,April,2023,Morton,CAT Morton
3998,250040,1,CAT,2EC25E,A2EC360547,M0993,84520,SC TOW TO SHOP CODE 29,NULL,Reactive,00:00.0,4/21/23 14:22,729.5,Quality / Inbound,Sit Down Electric,,2006,17,4/20/23 10:00,4/12/23 12:18,4/20/23 14:26,4/12/23 12:18,4/6/23 14:30,4/12/23 12:18,4/20/23 14:26,4/8/23 4:00,4/20/23 10:00,12.5,331.5,294,37.5,23.93,10,80.5,8.43,April,2023,Morton,CAT Morton
3913,250040,1,CAT,GP25N5,AT35A06177,M5365,84507,F75 CODE,NULL,Reactive,00:00.0,4/13/23 7:11,1924.12,Outbound,Sit Down IC,,2018,5,4/12/23 14:30,4/6/23 10:11,4/12/23 15:14,4/6/23 10:11,4/6/23 10:11,4/6/23 10:11,4/12/23 15:14,4/6/23 10:30,4/12/23 14:30,18,148.32,148,0.32,15.95,0.32,38.32,0.77,April,2023,Morton,CAT Morton
3873,250040,1,CUS,898320B,97014565,M2417,84506,NOT CHARGING,NULL,Reactive,00:00.0,4/7/23 11:08,832.9,Outbound,Stock Chaser,,2006,17,4/7/23 10:30,4/6/23 9:42,4/7/23 8:57,4/6/23 9:42,4/6/23 9:42,4/6/23 9:42,4/7/23 8:57,4/6/23 6:00,4/7/23 10:30,7.5,24.8,28.5,-3.7,2.18,0,9.3,2.18,April,2023,Morton,CAT Morton
3866,250040,1,CAT,EC25N2,ATB3050663,M4144,84505,DAMAGED PULLEY GUARD,NULL,Damage,00:00.0,4/6/23 14:14,256.6,Outbound,Sit Down Electric,,2014,9,4/6/23 14:00,4/6/23 8:41,4/6/23 14:01,4/6/23 8:41,4/6/23 8:41,4/6/23 8:41,4/6/23 14:01,4/6/23 12:30,4/6/23 14:00,1.5,5.32,1.5,3.82,0.22,3.82,5.32,0.22,April,2023,Morton,CAT Morton
3919,250040,1,TEN,T12,T1210968377,M4250,84500,SCRUB BRUSHES,NULL,Reactive,00:00.0,4/13/23 14:56,1156.7,Maintenance,Scrubber,,2020,3,4/13/23 12:30,4/13/23 13:12,4/13/23 13:19,4/13/23 13:12,4/6/23 8:18,4/13/23 13:12,4/13/23 13:19,4/13/23 12:00,4/13/23 12:30,0.5,172.2,0.5,171.7,1.62,46.2,46.7,1.62,April,2023,Morton,CAT Morton
3906,250040,1,CAT,M320F,CATM320FCFB200684,M4230,84499,BROKE JOY STICK,NULL,Damage,00:00.0,4/12/23 9:03,74,Inbound,Excavator,,2019,4,4/8/23 8:00,4/6/23 8:46,4/12/23 8:17,4/6/23 8:46,4/6/23 8:46,4/6/23 8:46,4/12/23 8:17,4/8/23 7:00,4/8/23 8:00,1,47.23,1,46.23,0.77,15.73,15.73,0.77,April,2023,Morton,CAT Morton
3918,250040,1,CAT,GP25N5,AT35A06152,M5363,84497,WINDSHIELD BROKE,NULL,Damage,00:00.0,4/13/23 14:55,57,Inbound,Sit Down IC,,2015,8,4/13/23 11:30,4/6/23 7:34,4/13/23 7:25,4/6/23 7:34,4/6/23 7:34,4/6/23 7:34,4/13/23 7:25,4/13/23 10:30,4/13/23 11:30,1,171.93,1,170.93,7.5,45.43,46.43,7.42,April,2023,Morton,CAT Morton
3867,250040,1,RAY,DSD50,DSBC220435,M4024,84494,CONTROL LEVER KNOBS MISSING,NULL,Damage,00:00.0,4/6/23 15:25,374.36,Inbound,Sit Down Electric,,2008,15,4/6/23 10:30,4/6/23 5:16,4/6/23 12:29,4/6/23 5:16,4/6/23 5:16,4/6/23 5:16,4/6/23 12:29,4/6/23 7:30,4/6/23 10:30,1.5,5.23,3,2.23,2.93,0,3,2.93,April,2023,Morton,CAT Morton
3863,250040,1,CAT,2EC25E,A2EC363424,M1141,84493,STALLS,NULL,Reactive,00:00.0,4/6/23 13:14,85.5,Inbound,Sit Down Electric,,2006,17,4/6/23 9:00,4/6/23 5:14,4/6/23 13:13,4/6/23 5:14,4/6/23 5:14,4/6/23 5:14,4/6/23 13:13,4/6/23 7:30,4/6/23 9:00,1.5,3.77,1.5,2.27,0.02,0,1.5,0.02,April,2023,Morton,CAT Morton
3917,250040,1,TAY,C-426,185975,M1027,84485,UNKNOWN ISSUE T/S,NULL,Reactive,00:00.0,4/13/23 14:55,574.14,Outbound,Tow,,2011,12,4/13/23 10:30,4/5/23 13:46,4/13/23 13:53,4/5/23 13:46,4/5/23 13:46,4/5/23 13:46,4/13/23 13:53,4/12/23 12:00,4/13/23 10:30,9,188.73,22.5,166.23,1.03,40.73,47.73,1.03,April,2023,Morton,CAT Morton
3876,250040,1,CAT,EC25N,ATB3051688,M5374,84484,SEAT CUSION AND BATT LATCH REPAIR,NULL,Reactive,00:00.0,4/7/23 14:48,491.82,Outbound,Sit Down Electric,,2018,5,4/7/23 14:30,4/5/23 13:41,4/7/23 13:10,4/5/23 13:41,4/5/23 13:41,4/5/23 13:41,4/7/23 13:10,4/7/23 10:30,4/7/23 14:30,3.5,48.82,4,44.82,1.63,13.82,17.82,1.63,April,2023,Morton,CAT Morton
3862,250040,1,CUS,MINUTEMISER,95003934,M2381,84474,STALLS,NULL,Reactive,00:00.0,4/6/23 13:14,202.77,,Stock Chaser,,2006,17,4/6/23 7:30,4/5/23 5:53,4/6/23 5:48,4/5/23 5:53,4/5/23 5:53,4/5/23 5:53,4/6/23 5:48,4/5/23 9:00,4/6/23 7:30,2.5,25.62,22.5,3.12,7.43,1.5,8.5,5.73,April,2023,Morton,CAT Morton
4029,250040,1,UPR,TM12,5527,M1108,84469,WHEEL FELL OFF,NULL,Damage,00:00.0,4/25/23 7:12,800.68,Maintenance,Scissor,,2006,17,4/20/23 11:30,4/4/23 14:12,4/24/23 13:36,4/4/23 14:12,4/4/23 14:12,4/4/23 14:12,4/24/23 13:36,4/20/23 9:30,4/20/23 11:30,2,381.3,2,379.3,17.6,97.3,99.3,2.4,April,2023,Morton,CAT Morton
3857,250040,1,CAT,E5000,A4EC221215,M4056,84468,HYD,NULL,Damage,00:00.0,4/6/23 7:11,362.48,Outbound,Sit Down Electric,,2007,16,4/6/23 7:00,4/4/23 14:02,4/6/23 5:44,4/4/23 14:02,4/4/23 14:02,4/4/23 14:02,4/6/23 5:44,4/5/23 5:00,4/6/23 7:00,6,40.97,26,14.97,1.45,1.97,10.47,0,April,2023,Morton,CAT Morton
3871,250040,1,CAT,E5000,A4EC220924,M4066,84456,STEER TIRES,NULL,Reactive,00:00.0,4/7/23 8:41,1355.55,Outbound,Sit Down Electric,,2007,16,4/4/23 15:30,4/4/23 11:07,4/5/23 13:46,4/4/23 11:07,4/4/23 11:07,4/4/23 11:07,4/5/23 13:46,4/4/23 13:30,4/4/23 15:30,3.5,4.38,2,2.38,42.92,2.38,4.38,11.92,April,2023,Morton,CAT Morton
3889,250040,1,CAT,2P5000,AT3531268,M4103,84452,MACHINE STALLS,NULL,Reactive,00:00.0,4/11/23 8:01,1486.36,Outbound,Sit Down IC,,2010,13,4/10/23 9:30,4/4/23 10:04,4/10/23 15:13,4/4/23 10:04,4/4/23 10:04,4/4/23 10:04,4/10/23 15:13,4/4/23 15:30,4/10/23 9:30,18.5,143.43,138,5.43,16.8,5.43,33.43,1.3,April,2023,Morton,CAT Morton
3852,250040,1,TAY,SS-025,167463,M3015,84444,NO LIGHTS NO HORN,NULL,Reactive,00:00.0,4/5/23 12:05,114,Inbound,Stock Chaser,,2006,17,4/4/23 8:00,4/4/23 6:42,4/4/23 8:46,4/4/23 6:42,4/4/23 6:42,4/4/23 6:42,4/4/23 8:46,4/4/23 6:00,4/4/23 8:00,2,1.3,2,-0.7,27.32,0,0.5,11.82,April,2023,Morton,CAT Morton
3851,250040,1,CAT,2EP5000,FN660149,M4508,84443,HYD. LEAK  POSSIBLE WARRANTY,NULL,Damage,00:00.0,4/5/23 12:05,188,Outbound,Sit Down Electric,,2022,1,4/4/23 14:00,4/4/23 5:20,4/4/23 13:51,4/4/23 5:20,4/4/23 5:20,4/4/23 5:20,4/4/23 13:51,4/4/23 10:30,4/4/23 14:00,3,8.67,3.5,5.17,22.23,3,6.5,6.73,April,2023,Morton,CAT Morton
3850,250040,1,CAT,2P50004,AT3540448,3759V,84442,IGN. SWITCH ISSUE,NULL,Reactive,00:00.0,4/5/23 12:04,171,Outbound,Sit Down IC,,2014,9,4/5/23 12:00,4/4/23 5:18,4/5/23 7:22,4/4/23 5:18,4/4/23 5:18,4/4/23 5:18,4/5/23 7:22,4/5/23 7:30,4/5/23 12:00,3,30.7,4.5,26.2,4.7,8.5,13,4.57,April,2023,Morton,CAT Morton
3861,250040,1,JUN,ETR345A,82826447,M5342,84441,DASH DISPLAY BAD,NULL,Damage,00:00.0,4/6/23 13:13,1652.38,Outbound,Reach Truck,,2020,3,4/6/23 12:00,4/4/23 4:17,4/6/23 12:33,4/4/23 4:17,4/4/23 4:17,4/4/23 4:17,4/6/23 12:33,4/4/23 11:00,4/6/23 12:00,4,55.72,49,6.72,0.67,3.5,21.5,0.67,April,2023,Morton,CAT Morton
3860,250040,1,CAT,2EP5000,FN660145,M4505,84433,CODES OUT WHILE DRIVING,NULL,Damage,00:00.0,4/6/23 13:12,468.49,Outbound,Sit Down Electric,,2022,1,4/6/23 9:30,4/3/23 14:06,4/6/23 9:21,4/3/23 14:06,4/3/23 14:06,4/3/23 14:06,4/6/23 9:21,4/5/23 8:30,4/6/23 9:30,7.5,67.4,25,42.4,3.85,11.4,20.9,3.85,April,2023,Morton,CAT Morton
3868,250040,1,CAT,2EC25E,A2EC363424,M1141,84425,HYDRAULIC SYSTEM LEAK ACCESSORY HOSE,NULL,Reactive,00:00.0,4/7/23 7:01,349.79,Inbound,Sit Down Electric,,2006,17,4/4/23 10:00,4/3/23 12:38,4/6/23 14:37,4/3/23 12:38,4/3/23 12:38,4/3/23 12:38,4/6/23 14:37,4/3/23 14:00,4/4/23 10:00,5,21.37,20,1.37,16.4,1.37,5.87,1.38,April,2023,Morton,CAT Morton
3847,250040,1,CAT,GP25N,AT35A06147,M1775,84414,PARTS FELL OFF CHANNEL GUIDE HARDWARE MISSING HARDWARE,NULL,Reactive,00:00.0,4/5/23 11:21,171,Outbound,Sit Down IC,,2018,5,4/3/23 10:00,4/3/23 9:12,4/5/23 7:36,4/3/23 9:12,4/3/23 9:12,4/3/23 9:12,4/5/23 7:36,4/3/23 7:00,4/3/23 10:00,3,0.8,3,-2.2,3.75,0,0.8,3.75,April,2023,Morton,CAT Morton
3834,250040,1,CAT,2EP5000,FN660147,M4509,84411,HYD. LEAK  POSSIBLE WARRANTY,NULL,Damage,00:00.0,4/4/23 7:05,228,Inbound,Sit Down Electric,,2022,1,4/3/23 8:30,4/3/23 6:51,4/3/23 13:58,4/3/23 6:51,4/3/23 6:51,4/3/23 6:51,4/3/23 13:58,4/3/23 4:30,4/3/23 8:30,4,1.65,4,-2.35,17.12,0,1,2.03,April,2023,Morton,CAT Morton
3846,250040,1,CAT,E5000,A4EC221378,M4062,84410,ATTACHMENT,NULL,Reactive,00:00.0,4/5/23 11:13,332.13,Inbound,Sit Down Electric,,2007,16,4/4/23 13:30,4/3/23 6:14,4/4/23 12:49,4/3/23 6:14,4/3/23 6:14,4/3/23 6:14,4/4/23 12:49,4/4/23 9:00,4/4/23 13:30,4,31.27,4.5,26.77,22.4,10,14.5,6.9,April,2023,Morton,CAT Morton
3825,250040,1,MIT,FBC25N,A4BC220357,M4067,84409,AXLE,NULL,Reactive,00:00.0,4/3/23 11:38,114,Inbound,Stand Up Counterbalance,,2007,16,4/3/23 7:00,4/3/23 6:13,4/3/23 7:43,4/3/23 6:13,4/3/23 6:13,4/3/23 6:13,4/3/23 7:43,4/3/23 5:00,4/3/23 7:00,2,0.78,2,-1.22,3.92,0,0,3.92,April,2023,Morton,CAT Morton
3880,250040,1,CAT,E5000,A4EC220926,M4073,84408,BRAKES,NULL,Reactive,00:00.0,4/10/23 15:55,3339.59,Outbound,Sit Down Electric,,2007,16,4/6/23 12:30,4/3/23 6:12,4/10/23 12:31,4/3/23 6:12,4/3/23 6:12,4/3/23 6:12,4/10/23 12:31,4/3/23 12:00,4/6/23 12:30,14.5,78.3,72.5,5.8,3.4,4.5,30.5,3.4,April,2023,Morton,CAT Morton
3900,250040,1,JUN,ETR345A,82826460,M5345,84407,FORK POS PROBLEM,NULL,Reactive,00:00.0,4/11/23 15:04,508.5,Outbound,Reach Truck,,2020,3,4/5/23 14:30,4/3/23 4:36,4/5/23 14:49,4/3/23 4:36,4/3/23 4:36,4/3/23 4:36,4/5/23 14:49,4/3/23 6:00,4/5/23 14:30,8,57.9,56.5,1.4,144.25,0,24,34.25,April,2023,Morton,CAT Morton
3824,250040,1,JUN,ETR345A,82826462,M5347,84406,NO FORK POS,NULL,Reactive,00:00.0,4/3/23 11:38,114,Outbound,Reach Truck,,2020,3,4/3/23 6:00,4/3/23 4:34,4/3/23 7:13,4/3/23 4:34,4/3/23 4:34,4/3/23 4:34,4/3/23 7:13,4/3/23 4:00,4/3/23 6:00,2,1.43,2,-0.57,4.42,0,0,4.13,April,2023,Morton,CAT Morton
3845,250040,1,JUN,ETR340,82821045,M5368,84402,HYDR LEAK,NULL,Reactive,00:00.0,4/5/23 11:11,353.74,Rearrangement,Reach Truck,,2012,11,4/5/23 8:00,4/1/23 6:05,4/5/23 8:44,4/1/23 6:05,4/1/23 6:05,4/1/23 6:05,4/5/23 8:44,4/1/23 8:00,4/5/23 8:00,3,97.92,96,1.92,2.45,0,17.5,2.45,April,2023,Morton,CAT Morton
